번호,상호,품목,구,동,결재방법,전화번호,주소,데이터기준일자
688,곤밥상,음식점,분당구,수내1동,모두,031-717-4336,"경기도 성남시 분당구 백현로101번길 20, 203호(수내동, 그린프라자)",2021-01-16
689,곤밥상,음식점,분당구,정자동,지류,031-717-4044,"성남시 분당구 내정로7번길 9, 1층",2021-01-16
690,곤지암,기타(도소매),중원구,도촌동,지류,031-000-0000,성남시 중원구 여수동 518-4,2021-01-16
691,곤지암 할매 소머리 국밥 양평해장국,음식점,수정구,태평2동,모두,031-000-0000,"성남시 수정구 수정북로 74, 1층(태평동)",2021-01-16
692,곤지암농장,기타(도소매),수정구,태평1동,지류,031-000-0000,성남시 수정구 수정로 5,2021-01-16
693,곤지암소머리국밥,음식점,중원구,상대원1동,모두,031-000-0000,성남시 중원구 둔촌대로 429-1(상대원동),2021-01-16
694,곤지약국,약국,중원구,금광1동,지류,031-746-4703,성남시 중원구 산성대로 248-1,2021-01-16
695,골드,기타(도소매),분당구,수내1동,지류,031-719-6936,성남시 분당구 내정로165번길 38 금호상가 142-2호,2021-01-16
696,골드,기타(도소매),중원구,성남동,모두,031-721-2720,"성남시 중원구 산성대로 지하 204-5, D동 나열 7호(성남동, 성남중앙지하도상가)",2021-01-16
697,골드네일,미용,수정구,수진2동,모두,031-752-4141,경기도 성남시 수정구 산성대로93번길 25 104호 골드네일,2021-01-16
698,골드링스,기타(도소매),중원구,은행2동,지류,031-733-1418,경기도 성남시 중원구 산성대로 482 골드링스,2021-01-16
699,골드뱅크,기타(도소매),중원구,상대원2동,모두,031-736-7767,성남시 중원구 금상로 11,2021-01-16
700,골드스완 피부관리실,미용,분당구,서현1동,모바일,,경기도 성남시 분당구 분당로53번길 21 산호프라자 406호,2021-01-16
701,골드코스트,음식점,중원구,성남동,모두,031-603-5296,"성남시 중원구 둔촌대로101번길 28-12, 1층",2021-01-16
702,골드피쉬,기타(도소매),중원구,성남동,지류,031-722-2720,"성남시 중원구 산성대로 지하 204-5, D동 나열 5,6호(성남동, 성남중앙지하도상가)",2021-01-16
703,골드필,기타(도소매),분당구,정자동,모두,031-717-0855,성남시 분당구 내정로 24 정든마을상가동 1층 110호 (정자동),2021-01-16
704,골든네일,미용,분당구,판교동,지류,031-704-4153,경기도 성남시 분당구 판교원로 209 상가동 104호,2021-01-16
705,골든네일,미용,수정구,위례동,모두,031-722-0207,"경기도 성남시 수정구 위례광장로 322, 1층 111호(창곡동)",2021-01-16
706,골든네일,미용,수정구,위례동,지류,031-722-0207,"성남시 수정구 위례광장로 322, 1층 111호(창곡동)",2021-01-16
707,골든복싱,문화·스포츠,수정구,단대동,모두,031-736-5155,경기도 성남시 수정구 산성대로 399 3층 (단대동),2021-01-16
708,골든킥태권도,학원,수정구,위례동,모두,031-751-4150,"성남시 수정구 위례광장로 310, B동 703,704호 (우성트램타워)",2021-01-16
709,골라먹는덮밥 성남점,음식점,중원구,성남동,모두,031-751-6771,경기도 성남시 중원구 광명로 89 143호,2021-01-16
710,골목꽃집,기타(도소매),중원구,성남동,모두,031-000-0000,경기도 성남시 중원구 제일로35번길 43-16,2021-01-16
711,골목포차,음식점,중원구,금광2동,지류,031-731-4894,성남시 중원구 광명로323번길 6,2021-01-16
712,골목포차,음식점,수정구,태평2동,모두,031-757-3887,"성남시 수정구 남문로 105, 1층(태평동)",2021-01-16
713,골목포차,음식점,중원구,금광1동,지류,,경기도 성남시 중원구 산성대로350번길 7-1 1층,2021-01-16
714,골뱅이,기타(도소매),중원구,성남동,모두,031-751-4685,"성남시 중원구 산성대로 지하 204-5, 37호,38호(성남동, 성남중앙지하도상가 D동 라열)",2021-01-16
715,골프아카데미블루,문화·스포츠,분당구,야탑3동,모두,031-781-9405,경기도 성남시 분당구 야탑로 249 백옥빌딩5층(야탑동),2021-01-16
716,골프존 GDR 아카데미서현,문화·스포츠,분당구,서현1동,지류,031-702-7200,경기도 성남시 분당구 서현로 170 Z동 311호,2021-01-16
717,골프킹아카데미,문화·스포츠,수정구,위례동,모두,031-722-0753,경기도 성남시 수정구 위례동로 153 901호902호,2021-01-16
718,골프학교,기타(도소매),중원구,도촌동,모두,031-758-7972,"경기도 성남시 중원구 도촌로 8, 701호(도촌동, 스마트시티)",2021-01-16
719,곰돌이마트 신구대점,슈퍼마켓,중원구,금광1동,지류,031-732-9987,성남시 중원구 금빛로 49,2021-01-16
720,곰두리상회,슈퍼마켓,수정구,시흥동,모두,031-723-8890,경기도 성남시 수정구 설개로 99-1 곰두리,2021-01-16
721,곰미커피,카페,중원구,상대원1동,모바일,031-000-0000,"성남시 중원구 사기막골로 124, 메가동 제지하 2층204-2(상대원동,SKn테크노파크)",2021-01-16
722,곰바우 양곱창,음식점,분당구,야탑1동,모두,031-707-3000,"성남시 분당구 장미로86번길 14, 1층",2021-01-16
723,곰바이크,기타(도소매),분당구,분당동,지류,,경기도 성남시 분당구 장안로52번길 5-1 (분당동),2021-01-16
724,곰브라더스골프아카데미서현점,문화·스포츠,분당구,서현1동,모두,031-703-2012,성남시 분당구 서현동99-2 휠하우스 지하 102호,2021-01-16
725,곰작골나주곰탕 판교점,음식점,수정구,시흥동,지류,031-625-0879,경기도 성남시 수정구 창업로 54 (시흥동),2021-01-16
726,곰포차,음식점,분당구,정자1동,모바일,031-719-4984,"성남시 분당구 정자일로 192, 109호(정자동, 지파크프라자)",2021-01-16
727,곰포차,음식점,분당구,정자1동,지류,031-719-4984,경기도 성남시 분당구 정자일로 192 109호 곰포차,2021-01-16
728,곰할인마트,슈퍼마켓,중원구,금광2동,모두,031-749-7001,"성남시 중원구 산성대로426번길 5, 비동 1층 (금광동, 금광시장)",2021-01-16
729,곱배기곱창,음식점,분당구,정자동,모바일,031-717-8717,성남시 분당구 느티로87번길 17(정자동),2021-01-16
730,곱분이곱창,음식점,중원구,성남동,지류,031-756-1358,경기도 성남시 중원구 광명로 89 성남센트럴푸르지오시티 오피스텔 1층 140호 곱분이곱창,2021-01-16
731,곱분이곱창 서현점,음식점,분당구,서현1동,모바일,031-706-1242,경기도 성남시 분당구 서현로210번길 14 202호  곱분이곱창,2021-01-16
732,곱분이곱창 위례점,음식점,수정구,위례동,모두,031-723-6988,"성남시 수정구 위례광장로 310, 1동 1층 B-116호(창곡동)",2021-01-16
733,곱순이,음식점,분당구,백현동,지류,031-8017-5835,경기도 성남시 분당구 동판교로52번길 10 1층 곱순이,2021-01-16
734,곱창18번지,음식점,수정구,태평2동,모바일,031-000-0000,"성남시 수정구 남문로 71-2, 1층(태평동)",2021-01-16
735,곱창고,음식점,수정구,신흥3동,모두,031-733-8892,"성남시 수정구 시민로142번길 15,1층(신흥동)",2021-01-16
736,곱창고,음식점,분당구,금곡동,모두,031-711-1153,성남시 분당구 돌마로75 미금프라자 110호 (금곡동),2021-01-16
737,곱창인생,음식점,중원구,상대원2동,지류,1833-7909,"성남시 중원구 금상로 25-1, 1층(상대원동)",2021-01-16
738,곱창일번지,음식점,중원구,성남동,모두,031-757-8705,"성남시 중원구 광명로 20-1, 1층",2021-01-16
739,곱창폭식,음식점,중원구,금광1동,모두,031-747-0092,"성남시 중원구 희망로 444(금광동, 1층)",2021-01-16
740,공간,기타(도소매),중원구,성남동,지류,031-754-0783,"성남시 중원구 산성대로 지하204-5,27,28호(성남동,지하상가A동 라열)",2021-01-16
741,공간보라,카페,분당구,백현동,모두,070-7727-5557,"성남시 분당구 판교역로 10, B1층, 1층(백현동)",2021-01-16
742,공간샘스터디카페 분당서현점,기타(도소매),분당구,서현2동,모두,,경기도 성남시 분당구 불정로376번길 37 범한프라자 3층,2021-01-16
743,공간샘스터디카페 분당이매점,기타(도소매),분당구,이매2동,지류,,"성남시 분당구 판교로 440, 4층",2021-01-16
744,공간샘스터디카페 서현역점,카페,분당구,서현1동,모바일,031-000-0000,"경기도 성남시 분당구 분당로53번길 15 3층 304호, 310호",2021-01-16
745,공간종합설비,기타(도소매),분당구,수내3동,지류,031-717-3220,경기도 성남시 분당구 발이봉남로11번길 3-1 102호,2021-01-16
746,공간창조 쇼파 침대 가구전문점,기타(도소매),중원구,은행2동,모두,031-735-1347,"성남시 중원구 산성대로 506-1, 1층(은행동)",2021-01-16
747,공간화랑,기타(도소매),분당구,수내1동,모두,031-711-5311,성남시 분당구 내정로165번길 38,2021-01-16
748,공감 헤어케어 살롱,미용,수정구,신흥3동,모두,031-000-0000,"성남시 분당구 시민로 138, 2층 201호 (성산씨티타워)",2021-01-16
749,공감조명,기타(도소매),분당구,수내1동,모두,031-000-0000,"경기도 성남시 분당구 내정로165번길 38, 601동 134호(수내동, 양지마을)",2021-01-16
750,공단숯불갈비,음식점,중원구,상대원1동,모두,031-748-2646,"성남시 중원구 순환로 124, 1층(상대원동)",2021-01-16
751,공단유니폼,기타(도소매),중원구,상대원1동,지류,031-731-7758,성남시 중원구 둔촌대로 435,2021-01-16
752,공단종합상사,기타(도소매),중원구,상대원1동,지류,031-776-4401,"성남시 중원구 사기막골로 124(상대원동,에스케이엔테크노파크테크센터B201)",2021-01-16
753,공단종합상사,기타(도소매),중원구,상대원1동,지류,031-776-4401,경기도 성남시 중원구 사기막골로 124 테크동 지하 201호,2021-01-16
754,공릉동멸치국수,음식점,중원구,하대원동,지류,031-751-9339,경기도 성남시 중원구 둔촌대로 236 (하대원동),2021-01-16
755,공릉동멸치국수,음식점,분당구,정자동,지류,031-711-1211,경기도 성남시 분당구 내정로17번길 2 (정자동),2021-01-16
756,공부공방 독서실,독서실,분당구,운중동,모두,031-705-5554,"경기도 성남시 분당구 운중로 118, 10층 1002호(운중동, 스타타워)",2021-01-16
757,공부의습관학원,학원,분당구,야탑2동,지류,070-4104-0449,"성남시 분당구 판교로 445, 5층 미라보상가(야탑동)",2021-01-16
758,공손서점,서점,분당구,서현2동,모두,031-703-7279,성남시 분당구 돌마로 478,2021-01-16
759,공손한소먹으면돼지,음식점,수정구,위례동,지류,031-757-3357,성남시 수정구 창곡동 536 위례리버스토리,2021-01-16
760,공주란제리,기타(도소매),중원구,금광1동,지류,031-731-9746,성남시 중원구 산성대로372번길10 단대전통시장2층77호,2021-01-16
761,공주밤상회,기타(도소매),중원구,성남동,모두,031-752-7252,성남시 중원구 성남대로1139번길,2021-01-16
762,공주방,기타(도소매),분당구,수내1동,모두,031-711-0585,성남시 분당구 내정로165번길 38,2021-01-16
763,공주칼국수,음식점,분당구,야탑1동,지류,031-707-0988,경기도 성남시 분당구 성남대로925번길 37 (야탑동),2021-01-16
764,공차 분당정자역점,음식점,분당구,정자1동,모두,031-8023-9224,경기도 성남시 분당구 성남대로331번길 3-3,2021-01-16
765,공차 서판교점,음식점,분당구,운중동,모두,031-706-0807,"성남시 분당구 운중로 121, 102, 103, 104호 (KPGA빌딩)",2021-01-16
766,공차 푸른마을점,카페,분당구,수내3동,모두,031-711-6194,"경기도 성남시 분당구 돌마로356번길 3, 105호(수내동)",2021-01-16
767,공차가천대점,카페,수정구,태평1동,지류,031-602-0088,경기도 성남시 수정구 성남대로 1330 일성오퍼스원빌딩106호,2021-01-16
768,공차성남태평점,카페,수정구,태평4동,지류,031-759-4696,경기도 성남시 수정구 수정로 201,2021-01-16
769,공터베리트영어학원,학원,분당구,구미1동,모바일,031-000-0000,"성남시 분당구 미금로 184, 2층 201,202,206 일부호(구미동,까치마을1단지대우아파트)",2021-01-16
770,공터영어바롬국어학원,학원,분당구,서현2동,모두,031-698-2180,"성남시 분당구 중앙공원로40번길 8, 205, 217호(서현동, 현대근린상가)",2021-01-16
771,공터영어분당서현센터,학원,분당구,서현2동,모두,0507-1355-6201,"성남시 분당구 돌마로486번길 40, 304, 305호(서현동)",2021-01-16
772,공터영어설연고학원,학원,분당구,이매1동,모두,031-000-0000,"경기도 성남시 분당구 양현로 126, 203호(이매동, 미림프라자)",2021-01-16
773,공터이젠티씨씨학원,학원,분당구,백현동,모두,,"성남시 분당구 동판교로 61, 701~702호(백현동,자유퍼스트프라자2)",2021-01-16
774,공항소플러스,음식점,수정구,신촌동,지류,031-755-8238,성남시 수정구 심곡로 8(심곡동),2021-01-16
775,과일가게,기타(도소매),중원구,은행2동,모두,031-732-5401,"성남시 중원구 은행로7번길 26, 1층",2021-01-16
776,과일공판장,기타(도소매),분당구,수내1동,지류,031-716-2231,경기도 성남시 분당구 백현로 97 (수내동),2021-01-16
777,과일나라,기타(도소매),수정구,위례동,지류,031-754-3866,"성남시 수정구 위례광장로 300, 839호(창곡동,위례중앙역 중앙타워)",2021-01-16
778,과일나라,기타(도소매),분당구,판교동,모두,031-000-0000,"성남시 분당구 판교원로 209, 상가동 1층 106호(판교동,판교원마을6단지아파트)",2021-01-16
779,과일나라,기타(도소매),수정구,태평3동,모두,031-000-0000,경기도 성남시 수정구 수정로 109 169호,2021-01-16
780,과일나라,기타(도소매),수정구,수진1동,지류,,경기도 성남시 수정구 탄리로53번길 3-16,2021-01-16
